Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C405449;;;;0;10000;[0];0;7,35;121,32;0;0;172,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,3;0;0;0;0;212,99;0
C405451;;;;12;5000;[240000];382,35;0;0;0;0;31815,59;678,46;85,69;121,98;0;0;0;3041,39;0;0;0;0;0;39782,81;32,53;0;0;0;433,15;831,11;422,3;0;0;0;0
C405455;;;;0;5000;[0];0;0;0;0;0;1437,71;167,02;0;0;0;0;0;497,35;0;0;1220,85;0;0;0;0;0;0;0;47,45;0;0;0;0;0;0
C405460;;;;0;10000;[0];1057,73;0;0;0;0;29,94;194,32;0;-22,57;0;0;0;0;0;0;0;0;0;0;1019,16;0;0;0;51,58;0;42,7;0;0;0;0
C405464;;;1;0;10000;[0];0;0;949,1;0;0;52,25;96,14;0;0;0;0;8,34;0;0;0;249,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405474;;;;3;20000;[52500];42689,33;5342,86;50456,31;1123,42;3029,04;16536,01;2658,38;494,99;770,62;0;321,58;4510,84;5077,25;15270,78;0;25757,25;0;72,38;871,17;55650,18;24777,77;0;3324,83;1505,53;0;1692,14;0;811,17;0;802,64
C405485;;1;;1;10000;[22400];1480,85;5843,72;1684,57;2924,47;5563,48;590,28;2571,5;276,57;-36,99;0;413,08;1919;22,58;1686,81;0;2874,95;0;190,76;67,31;1274,22;1256,8;11071,2;155,53;3454,59;0;134,93;0;549,68;0;0
C405506;;1;;30;10000;[672000];0;0;0;3068,72;0;3978,99;0;0;106,74;0;0;3704,98;0;0;0;0;0;0;4995,75;0;0;0;0;0;0;364,48;0;0;0;0
C405513;;;;1;10000;[26600];41,27;0;63,86;35,81;0;5025,91;329,83;0;0;0;0;85,66;358,39;83,25;0;127,26;0;39,58;0;80,43;52,01;0;0;684,51;54,28;0;0;0;1643,32;0
C405514;;;;2;30000;[35000];5419,25;3342,93;242,76;1077,95;0;549,69;1276,2;1839,44;154,93;0;488,21;1052,34;1809,3;7311,78;0;106,95;0;297,51;5086,28;6868,23;858,47;0;0;2029,12;314;262,93;0;183,07;5,72;536,29
C405524;;;;0;5000;[0];1229,9;0;387,95;0;0;36844,24;1037,57;25,65;49,35;0;34,45;236,83;858,14;0;0;176,08;0;496,72;10172,46;3770,92;514,56;0;0;638,47;0;0;0;81,23;3,17;388,53
C405528;;;;10;10000;[175000];0;0;0;291,82;0;0;0;0;0;0;570,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405535;1;;;1;15000;[42400];40,78;0;36986,24;0;142,29;528,84;1253,22;0;0;0;0;0;78,52;0;0;34279,08;0;167,18;0;0;22339,94;0;621,13;756,06;0;0;0;242,21;0;0
C405536;1;;;1;15000;[42400];237,83;0;30008,38;526,85;1455,51;253,86;2461,27;0;441,61;0;9,22;176,3;0;31,33;0;21616,74;0;611,04;659,07;515,82;9902,06;0;1344,4;2343,8;0;560,81;5,9;2494,27;2,31;6,33
C405537;;1;;0;10000;[0];0;0;143,78;4998,73;3844,17;0;5162,94;0;14670,37;0;0;8956,63;0;851,68;0;12,2;0;1016,04;213,45;0;1162,4;45,92;387,35;525,98;0;3594,22;0;1398,01;0;0
C405538;;;;0;0;[0];0;0;0;283,12;0;0;140,9;0;0;0;0;9,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405539;;;;1;0;[20000];0;44,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,78;0;0;0;0;0;0;0;0;0;0;0;0
C405540;;;;0;10000;[0];0;0;0;0;0;2258,25;0;0;0;0;0;0;2355,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405542;;;;4;20000;[70000];22505,83;17953,53;4229,23;2691,23;100,29;137,28;2270,63;1283,02;928,84;0;2337,76;2485,03;1064,77;9594,21;0;460,22;0;425,73;12,96;30236,52;802,16;0;0;3689,23;53,19;-904,31;0;542,2;15,12;1136,39
C405546;;;;0;10000;[0];431,6;0;144,94;8,42;0;290,23;440,95;191,68;54,9;0;84,68;16,65;130,81;0;0;178,24;0;15,42;0;101,6;30,83;0;0;463;0;0;0;20,36;0;56,55
C405547;;;;0;10000;[0];0;0;44,36;283,31;0;0;0;0;0;0;33,57;553,71;0;-499,66;0;12,1;0;0;0;0;124,26;687,96;289,96;0;0;0;0;61;0;0
C405548;;;;0;10000;[0];0;0;63,95;0;0;0;71,03;0;0;0;0;232,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405551;;1;;0;10000;[0];0;0;4396,56;0;0;0;2774,71;0;14,64;0;0;3,81;0;0;0;83,85;0;1864,12;0;0;35,86;0;0;1578,19;0;0;164,7;446,5;0;0
C405552;1;;;0;10000;[0];0;0;434,19;0;0;0;0;0;0;0;0;14,08;0;0;0;4050,78;0;117,01;0;0;1451,56;0;0;71,07;0;0;0;90,29;0;0
C405555;;;;0;10000;[0];7691,51;2510,37;2591,97;1444,1;1583,74;17,5;173,56;0;708,25;0;0;20,42;826,21;9387,2;0;122,31;0;7,59;406,6;4894,92;15,01;0;139,01;214;0;189,1;0;86,75;0;0
C405561;;;;0;5000;[0];0;0;0;0;0;670,96;0;0;0;0;0;0;2168,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405563;;;;1;10000;[26600];0;0;0;0;0;2352,27;0;0;0;0;0;0;793,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833,16;0
C405565;1;;;1;10000;[19200];111,64;0;3208,05;38,83;585,39;14,51;335,37;29,65;0;0;20,23;796,94;24,72;0;0;7810,35;0;172,96;0;547,16;2965,21;0;540,23;300,58;0;50,72;0;287,94;0;73,2
C405566;;;;0;10000;[0];0;0;0;25,54;0;99,15;43,26;0;0;0;0;1256,51;0;0;0;0;0;0;0;0;0;52,78;166,57;10,98;0;0;2,44;14,48;0;0
C405569;;1;;0;10000;[0];0;0;0;2112,89;0;0;0;0;67,1;0;0;722,96;0;0;0;0;0;0;0;0;0;0;0;0;0;67,1;0;0;0;0
C405570;;;;4;20000;[70000];15331,5;11362,32;748,11;1525,41;0;6176,36;2185,74;455,63;164,93;0;337,71;1830;3223,15;25207,52;0;81,95;0;174,05;309,32;32994,13;607,39;0;0;5115,24;0;730,78;0;118,04;585,05;558,25
C405572;;;;1;0;[20200];133,36;0;0;0;0;2444,08;102,62;0;0;0;0;0;5008,66;0;0;0;0;0;0;28,54;0;0;0;105,3;0;0;0;0;0;0
C405573;;;;1;15000;[17500];0;0;0;1855,82;0;20687,07;0;0;573,87;0;0;0;30068,77;0;0;0;0;0;0;78,17;0;0;0;0;0;1062,38;0;0;1566,18;0
C405576;;;;5;10000;[87500];6459,82;439,9;3414,84;375,43;258,45;935,71;32,03;1021,75;-274,22;0;119,83;514,38;2304,49;144;0;20,94;0;147,96;0;8920,82;0;0;230,78;297,91;138,59;205,45;0;98,52;0;19,54
C405577;;;;1;10000;[17500];34155,58;0;0;0;3363,97;12,83;0;0;651,96;0;235,95;0;0;0;0;0;0;16,37;0;58358,69;0;0;0;0;0;962,51;0;0;0;0
C405579;;1;;1;10000;[22400];13,05;0;416,87;395,42;595,99;0;440,54;0;0;0;0;466,82;53,67;0;0;28,74;0;56,49;62,72;65,44;0;3963,49;123,59;224,04;0;0;0;51,85;0;0
C405580;;;;2;10000;[40000];3957,6;0;0;0;0;19,25;54,21;41,41;0;0;10,28;0;8,59;0;0;0;0;25,32;0;4498,18;0;0;0;74,38;0;0;0;85,41;0;42,61
C405582;;;;3;20000;[60600];5123,55;0;297,04;0;0;16672,51;299,53;0;18,6;0;3,38;0;13597,39;0;0;3119,71;0;0;0;401,23;1007,49;0;0;299,08;0;110,59;0;0;0;0
C405602;;;;0;10000;[0];72,3;0;98,13;0;64,66;77,01;115,26;16,19;0;0;0;0;0;0;0;192,08;0;38,44;0;20,37;0;0;0;0;0;0;0;0;0;0
C405625;;;;0;5000;[0];6080,59;0;137,89;71,86;0;18538,78;1248,56;2109,1;-420,63;0;206,96;794,02;68,38;714,91;0;491,76;0;10,58;25485,64;5156,33;218,56;0;0;1585,17;127,8;66,19;0;113,47;0;1099,7
C405630;;;;0;0;[0];0;0;0;0;0;87,47;0;0;-6,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,66;0;0
C405637;;1;;1;10000;[22400];0;0;0;33002,4;8864,94;141,42;0;0;268,37;0;0;43516,61;0;0;0;0;0;50,25;0;0;0;15221,76;4290,73;0;0;214,39;0;0;0;0
C405641;;;;0;10000;[0];752,96;0;0;26,19;0;1038,94;347,38;9,84;3,66;0;6;0;182,77;11,71;0;0;0;44,62;1412,59;450,53;0;0;0;87,14;0;9,64;0;0;0;0
C405643;;;;6;25000;[105000];7372,58;105,58;57068,94;2612,96;16367,59;56241,79;1485,99;0;-296,86;0;0;308,26;17602,05;0;2188,55;3155,09;0;13,59;0;1960,38;5178,23;744,82;5185,37;280,4;0;792,63;0;502,74;11883,25;0
C405648;;;;0;10000;[0];0;0;817,73;258;124,25;24,84;44,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1563,92;0;0;0;0;0;0
C405649;;;;0;10000;[0];762,34;681,43;201,03;329,98;0;0;30,22;0;65,88;0;0;2027,05;0;4807,06;0;83,37;0;104,25;0;55,29;0;0;0;0;0;52,46;0;0;0;0
C405650;;1;;0;10000;[0];5354,43;0;0;0;0;0;0;0;1226,1;0;461,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122,37
C405654;;;;3;17000;[52500];1983,52;0;2045,99;0;368,97;153,46;0;0;6,7;0;0;200,08;0;0;0;0;0;0;1325,98;10833,81;446,89;0;0;22,8;0;151,28;0;0;0;40,39
C405657;;1;;6;10000;[134400];0;359,9;1277,39;0;0;0;0;0;0;0;0;0;0;72,18;0;0;0;0;0;0;1549,72;0;0;0;0;0;0;6,19;0;0
C405668;;1;;1;10000;[22400];0;0;0;628,2;18,3;0;0;0;61;0;0;1179,47;0;0;0;0;0;0;0;0;0;0;713,7;0;0;80,52;0;0;0;0
C405669;;;;0;10000;[0];0;0;0;21,77;0;0;13,57;0;0;0;0;816,24;0;0;0;0;0;0;0;0;0;0;0;26,35;0;0;0;0;0;0
C405670;;;;0;0;[0];0;0;0;49,58;0;0;0;0;0;0;0;0;0;0;0;179,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405673;;;;0;5000;[0];0;29,17;0;0;0;838,29;63,68;0;0;0;0;0;0;0;0;0;0;0;0;706,7;0;0;0;0;0;97,6;0;0;0;0
C405679;;;;2;10000;[35000];8923,67;94,91;387,48;0;0;1334,74;464,81;0;35,37;0;0;0;0;172,02;0;173,56;0;0;0;6329,82;849,12;0;0;9,98;0;0;0;0;0;0
C405681;1;;;1;20000;[42400];0;511,56;995,81;707,84;4128,63;867,48;229,49;0;162,1;0;0;308,97;213,95;1083,27;0;2708,84;0;0;18,85;0;4035,7;6478,08;4686,33;0;0;24,4;0;34,88;0;0
C405689;;;;1;10000;[20200];94,97;0;0;0;0;6330,28;32;0;0;0;0;0;5580,21;0;0;0;0;0;0;550,22;0;0;0;51,92;0;0;0;0;0;0
C405702;;;;0;10000;[0];0;0;0;856,74;0;0;133,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361,38;0;245,96;0;0
C405704;;1;;0;10000;[0];0;0;186,47;1470,25;1701,68;861,38;0;0;12,19;0;0;1087,24;2108,73;0;0;7,82;0;0;0;0;0;9198,8;0;0;0;2,89;0;0;0;0
C405708;;;;1;5000;[17500];0;34,9;0;0;50,66;0;0;3,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405709;1;;;1;8000;[42400];3140,52;188,83;4117,38;704,06;2858,17;6268,14;991,63;1367,89;171,4;0;528,78;3615,14;2640,45;5913,58;0;16428,76;0;1852,91;595,73;11925,01;7642,71;8723,34;1205,58;2993,36;761,94;592,03;30,05;1026,67;5,89;79,15
C405710;;;;4;0;[70000];332,72;0;0;0;0;42,95;0;0;0,91;0;0;0;0;625,81;0;0;0;0;515,4;3157,79;170,19;0;0;0;0;240,78;0;13,42;0;0
C405715;;;;3;10000;[52500];114,55;0;0;0;0;0;0;3,29;1,22;0;0;0;0;0;0;0;0;0;0;933,32;0;0;0;0;0;24,4;0;0;0;0
C405717;;;;0;10000;[0];102,26;3,77;18,96;17,87;0;0;35,88;42,38;0;0;187,64;0;16,59;50,83;0;0;0;0;19,02;16,68;0;0;0;0;5,5;0;0;13,18;0;206,25
C405721;;;;1;10000;[20200];1228,43;289,91;6,15;314,09;0;958,29;59;0;118,76;0;0;282,09;410,33;0;0;156,98;0;0;0;940,46;0;0;0;771,92;0;135,59;0;0;267,56;0
C405732;;1;;8;10000;[179200];872,42;20370,05;592,95;35530,15;7081,25;22,96;1871,56;169,62;428,21;0;7,59;4428,59;0;20277,34;0;1164,08;0;496,3;0;764,07;0;12054,8;0;686,86;0;663,85;0;22,27;0;136,4
C405734;;;;1;10000;[17500];236,01;0;0;97,5;0;8,84;665,75;127,11;0;0;477,47;217,05;12,36;545,71;0;530,09;0;0;0;3986,18;0;0;49,85;689,04;190,32;76,86;0;97,32;0;200,43
C405736;;;;2;15000;[35000];6199,36;998,32;23,91;0;0;251,69;891,19;867,55;163,57;0;1569,07;451,91;239,13;0;0;56,12;0;227,08;2996,15;49770,99;0;936,42;0;5008,87;0;2424,86;0;670,21;0;238,64
C405747;;;;1;20000;[17500];24184,87;370,75;377,8;34,03;1009,51;0;194,1;1007,44;372,1;0;741,6;48,31;0;0;0;0;0;46,09;0;46449,23;194,88;0;0;145,84;0;1408,49;0;0;0;285,46
C405749;;;;3;15000;[52500];47,41;0;10,73;0;0;0;0;0;0;0;254,98;74,79;96,77;0;0;125,54;0;21,11;0;12287,17;46,34;0;0;64,32;0;768,6;0;6,72;0;437,13
C405755;;;;1;10000;[26600];0;0;0;203,49;0;0;0;11,72;0;0;0;831,91;0;605,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405761;;;;7;10000;[186200];0;0;0;0;0;8641,19;101,65;1,6;-69,18;0;0;0;651,87;0;3080,13;170,06;0;91,57;0;0;0;0;0;88,24;0;18,3;0;41,21;13658,86;0
C405762;;1;;1;1;[22400];0;0;0;0;0;2,02;0;0;0;0;0;142,97;715,52;0;0;18,23;0;149,01;0;66,69;0;-204,01;0;44,65;0;3,75;7;110,42;3,49;0
C405763;;;;1;10000;[17500];209,84;0;0;106,9;0;37,34;1031,06;4,67;564,05;0;35,27;530,42;0;0;0;11993,65;0;120,85;104,71;1844,73;13950,93;0;3767,26;600,13;0;873,54;28,5;2015,79;2,51;168,91
C405765;;;;1;5000;[17500];0;0;4,43;0;0;0;63,2;0;0;0;0;0;133,29;0;0;0;0;5,34;139,24;66,44;0;0;0;0;0;-6,22;0;0;0;0
C405766;;1;;3;10000;[67200];0;0;0;0;0;0;147,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6167,37;0;0;102,48;0;33,77;0;0
C405770;;;;2;10000;[40000];97,92;0;5087,24;0;601,07;0;196,43;0;31,9;0;0;0;0;0;0;1669,78;0;0;0;0;1068,45;0;73,91;155,55;0;0;0;0;0;0
C405772;;1;;2;20000;[44800];0;0;4862,1;1296,63;59707,31;3920,48;2251,38;0;117,11;0;0;10814,36;0;0;0;9932,41;0;115,05;2093,29;0;8572,45;66402,54;4012,43;546,12;0;196,42;0;538,47;0;0
C405773;;;;0;10000;[0];0;0;0;0;0;0;89,94;0;0;0;0;89,49;0;0;0;0;0;50,54;0;0;0;0;0;361,69;0;0;17,21;9,22;0;0
C405775;1;;;1;5000;[42400];609,29;0;26,54;0;0;1698,03;0;0,82;14,88;0;0;0;3925,74;0;0;4139,78;0;0;0;192,15;2659,92;608,78;0;260,37;0;12,2;0;0;0;163,63
C405779;;;;1;10000;[20000];377,4;0;16,25;0;0;515,39;414,04;204,18;0;0;34,37;0;24,06;0;0;0;0;45,62;46,75;419,9;0;0;0;41,37;0;0;0;0;0;963,59
C405782;;;1;0;10000;[0];0;0;0;177,49;0;0;2265,06;0;3066,84;0;0;0;0;0;0;0;0;11,76;0;0;0;0;0;43,87;0;1522,56;34,61;0;0;0
C405783;;;;3;10000;[79800];0;0;3900,53;1154,15;173,83;0;773,04;0;30,5;0;0;1727,43;0;0;0;714,63;0;189,33;0;0;6073,92;0;0;72,33;0;0;0;476,72;0;0
C405784;;;;2;5000;[40400];0;0;0;0;0;7361,82;0;0;42,69;0;0;0;3093,52;0;0;0;0;0;0;0;0;0;0;0;0;8,91;0;0;138,35;0
C405785;;;;1;10000;[26600];7,68;0;72,87;0;0;3390,3;75,65;15,19;0;0;0;0;1853,59;0;0;0;0;0;111,87;0;0;137,05;0;73,33;0;0;0;0;1988,47;43,03
C405786;;;;2;10000;[53200];0;0;0;0;0;64,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3906,62;0
C405787;1;;;5;20000;[212000];0;0;46035,6;1832,33;1614,09;65,96;1718;0;303,7;0;0;273,51;0;0;0;35275,54;0;760,06;0;0;17301,93;0;2086,61;1715,76;0;182,23;0;1564,08;0;0
C405790;;1;;0;10000;[0];0;0;0;0;930,08;0;0;0;0;0;0;51,07;0;0;0;0;0;43,75;0;0;0;0;0;0;0;0;0;9,15;0;0
C405792;;;;0;5000;[0];14968,47;0;0;0;0;0;58,3;855,53;498,64;0;58,15;25,08;0;0;0;0;0;0;0;117,51;0;0;0;85,38;0;1,83;0;0;0;297,29
C405794;1;;;8;40000;[339200];0;0;130775,82;1093,33;486,97;471,66;574,53;0;895,9;0;0;0;281,08;332,86;0;103909,62;0;688,92;0;182,63;24707,94;0;0;2091,91;0;955,26;0;89;0;0
C405795;;;;6;10000;[105000];7692,58;0;1005,76;62,24;0;447,54;587,13;1822,09;201,48;0;283,08;44,29;0;1,04;0;14,29;0;159,54;0;4592,69;0;0;0;1051,74;93,73;14,35;0;138,24;0;484,97
C405801;;;;0;10000;[0];0;0;43,63;0;0;0;45,95;0;0;0;0;0;0;0;0;10,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405820;;;;2;2000;[40000];4357,14;0;171,94;0;0;1232;407,85;439,42;-12,98;0;172,5;0;759,01;0;0;33,11;0;18,1;154,21;3478,68;0;0;0;215,32;0;0;0;9,26;0;257,54
C405823;;;;1;20000;[17500];83,28;0;0;89,74;0;0;47,21;0;0;0;0;0;0;0;0;0;0;0;0;8,47;0;0;0;0;0;0;0;0;0;0
C405825;;;;1;10000;[20000];0;0;1101,41;0;0;0;150,57;0;6,1;0;0;16,02;0;0;0;150,47;0;0;0;0;483,61;1891;310,19;0;0;34;0;0;0;0
C405834;1;;;0;40000;[0];564,62;0;138095,1;0;429,9;0;2589,25;10,73;1323,16;0;0;16,36;0;0;0;49078,34;0;156,64;0;108,87;31740,36;1712,88;1721,43;955,5;0;1244,89;0;527,99;0;0
C405838;;;;0;10000;[0];14586,59;186,56;205,83;978,41;103,67;806,2;899,22;1317,45;167,06;0;306,26;850,55;43,96;396,61;0;19,54;0;3,95;0;9047,97;420,09;103,9;0;976,88;12,07;161,04;0;69,89;0;242,85
C405842;;;;1;20000;[20000];52749,77;4113,93;652,63;319,44;0;1924,58;3767,41;2044,43;-789,06;0;3155,65;27,01;0;5209,35;0;0;0;0;362,74;98301,37;0;0;0;181,96;0;5041,99;0;0;0;390,13
C405848;;;;0;10000;[0];213,86;0;0;0;0;0;0;262,54;1,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,8
C405859;;;;0;10000;[0];0;0;0;0;0;0;149,52;0;0;0;0;609,63;0;0;0;0;0;0;0;0;0;0;0;0;0;70,19;0;1,68;0;0
C405862;;1;;3;1;[67200];12,84;1035,04;0;0;0;0;0;0;0;0;62,85;0;0;0;0;0;0;0;0;405,44;338,18;0;0;0;0;0;0;0;0;0
C405863;;1;;1;10000;[22400];55,17;0;0;0;0;0;0;0;0;0;0;3,26;32,03;0;0;0;0;0;0;395,08;0;24,03;0;373,82;0;0;0;34,55;0;0
C405868;;;;2;10000;[53200];6,4;59,87;9591,84;28,46;0;0;466,46;355,48;95,16;0;270,77;50,59;25,42;157,89;0;453,66;0;9,04;61,81;6,41;2160,42;0;0;113,53;0;0;0;33,77;3,54;50,02
C405870;;1;;1;10000;[22400];0;0;0;525,94;0;0;0;0;0;0;0;2017,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86,39;0;0
C405876;;;;0;0;[0];69,1;0;0;0;0;66,46;119,07;0;0;0;0;0;0;0;0;0;0;369,4;508,37;35,42;0;0;0;19,15;0;0;0;0;0;0
C405886;;;;0;10000;[0];38,4;0;0;0;0;0;0;0;0;0;0;0;16,26;0;0;0;0;0;0;266,24;0;0;0;332,22;0;0;0;0;0;0
C405896;;1;;1;10000;[22400];0;0;0;5173,08;18419,31;7,39;1220,71;0;3932,36;0;0;459,31;0;0;44,02;0;0;0;0;0;0;4021,91;4310,93;52,96;0;2124,98;137,02;82,11;0;0
C405901;;1;;0;10000;[0];0;0;92,75;326,93;0;33,67;176,47;0;0;0;0;175,63;36,93;0;0;0;0;0;0;0;0;0;0;58,61;0;0;0;8,49;0;0
C405902;;;;0;0;[0];0;563,8;0;0;0;0;0;0;0;0;0;0;0;85,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405903;;1;;1;10000;[22400];2577,84;64,37;1933,57;1865,4;5386,63;27,45;1636,75;0;36,59;0;0;2852,24;9,71;1066;0;1868,98;0;115,28;0;67,95;2581,83;12960,05;258,07;3717,63;0;0;0;1324,94;0;-22,31
C405905;;;;1;10000;[17500];697,53;2827,76;58,56;303,62;0;0;46,71;15,22;24,4;0;0;791,18;49,07;4856,2;0;153,78;0;0;63,46;4124,95;0;0;0;31,17;0;-324,76;0;18,71;0;0
C405907;;;;1;7000;[20000];0;0;48,07;48,87;0;0;59,22;0;0;0;14,27;4250,93;0;0;0;9,93;0;22,09;0;77,19;127,37;0;0;13,16;0;61,2;0;79,7;0;184,39
C405915;;;;1;10000;[17500];1771,07;0;1555,42;0;451,53;508,2;370,08;0;0;0;0;159,81;0;0;0;0;0;0;0;0;0;1819,09;0;275,61;0;-183,61;0;0;0;0
C405916;1;;;1;10000;[42400];16,87;4504,43;11496,08;258,21;477,81;0;797,07;0;0;0;0;1252,55;0;2969,07;0;18850,85;0;168,37;0;85,5;7301,32;0;1218,43;211,78;0;0;0;547,79;0;0
C405917;;;;1;10000;[20200];374,69;0;509,63;66,81;0;1469,07;884,69;6,77;57,64;0;0;14,6;1329,62;0;0;873,78;0;152,39;0;1671,68;0;0;0;1473,19;0;0;0;16,42;0;0
C405926;;;;2;5000;[35000];2027,2;256,71;19,25;741,42;148,17;241,31;474,92;196,22;0;0;123,81;2399,15;0;8395,38;0;189,03;0;33,33;329,89;9522,12;0;2178,96;0;357,92;0;666,53;0;172,57;0;0
C405928;;;;0;14000;[0];287,73;0;0;0;0;0;416,2;51,58;0;0;0;0;0;0;0;7,91;0;67,31;0;101,63;0;0;0;0;0;0;0;530,79;0;42,37
C405930;;;;1;5000;[21200];118,31;496,16;3075,08;0;0;0;289,34;45,28;0;0;0;150,6;0;59,73;0;0;0;78,98;0;140,46;2090,59;0;0;46,63;0;0;0;47,36;0;0
C405934;;;;3;1;[52500];23066,25;7237,31;348,77;176,11;1259,01;12310,07;339,09;1645,88;1062,54;0;1616,87;761,08;8714,08;1041,64;0;0;0;147,74;5526,31;27567,18;844,37;438,68;0;376,6;72,19;499,03;0;17,14;0;871,96
C405935;;;;1;5000;[17500];0;0;13856,95;41,28;0;0;17,5;0;48,79;0;0;0;0;0;0;19378,81;0;0;0;0;10254,36;0;0;158,23;0;-19,15;0;0;0;0
C405939;;1;;15;5000;[336000];97,84;0;107,25;56;0;0;272,73;0;0;0;0;39,82;11,53;378,72;0;845,01;0;12,66;450,42;178,61;168,36;0;0;40,43;48,86;0;0;9,85;0;0
C405943;;;;10;45000;[212000];0;196127,6;36840,48;804,93;945,32;0;54,54;2387,75;0;0;766,59;2998,99;0;338381,52;0;0;0;139,08;0;0;15066,04;12502,49;139,08;1924,57;0;0;0;0;431,88;0
C405945;;;;0;6000;[0];11,01;117,33;0;0;0;0;12,8;0;0;0;0;22,48;0;65,88;0;0;0;4,2;0;0;0;0;0;54,9;0;0;0;0;0;0
C405946;;;;0;10000;[0];400,46;0;0;0;0;0;0;0;3,21;0;2,45;0;0;0;0;0;0;0;0;146,35;0;0;0;38,99;0;0;0;19,01;0;0
C405948;;;;20;10000;[350000];17423,33;0;1265,27;0;0;10975,06;85,35;21937,29;4313,82;0;12976,38;32,21;39,94;342,58;0;238,84;0;483,12;8074,94;6930,83;867,86;0;0;23,56;0;1043,62;0;0;557,54;8830,51
C405951;;1;;2;15000;[44800];28,02;-403,87;5593,43;7516;25697,31;0;3690,08;0;9,82;0;0;9916,66;0;22,55;0;5712,3;0;209,46;0;0;2276,43;36313,69;5107,23;2254,35;0;32,64;52,73;1296,87;0;0
C405954;;1;;0;10000;[0];0;226,09;386,06;271,94;0;0;26,99;0;0;0;15,41;92,99;0;33,92;0;0;0;26,46;0;196,32;0;0;0;153,39;0;0;0;41,26;39,65;0
C405960;;;;1;10000;[20200];0;0;0;0;0;3493,14;0;0;0;0;0;0;2175,59;0;0;0;0;0;456,79;917,88;0;0;0;134,2;0;-118,95;0;0;0;0
C405969;1;;;0;5000;[0];0;0;6677,42;1388,05;298,81;28,36;355,71;0;79,84;0;0;0;10,92;0;0;2283,4;0;0;0;4,7;168,86;0;0;410,02;0;0;0;76,02;0;0
C405977;;1;;3;10000;[67200];99,97;0;381,43;0;0;0;496,17;0;0;0;0;59,73;0;0;0;17,59;0;100,74;0;0;0;0;0;64,14;0;0;31,6;79,15;0;0
C405978;;;;4;5000;[70000];23996,34;842,7;4232,56;582,37;0;383,94;3591,72;2510,17;-1628,62;0;852,54;2426,3;1497,87;1169,77;0;72,21;0;246,51;107,6;36476,98;678,6;0;0;2483,8;0;1540,3;0;231,39;0;1127,04
C405987;;;;1;9000;[20000];3331,4;224,98;0;21,07;0;23040,56;1420,15;54,02;235,43;0;6,15;0;1228,88;0;0;0;0;44,68;20310,33;35,55;0;0;0;166,48;0;427,2;0;43,76;0;717,32
C405991;;;;1;10000;[17500];246,84;127,85;0;0;0;463;0;0;0;0;281,62;40,89;37,5;38,75;0;203,08;0;38,6;109,8;2090,17;0;0;0;0;0;9,15;0;0;14,13;0
C405993;;;;2;10000;[42400];127,85;14678,23;0;0;0;2923,1;0;0;0;0;0;3689,8;0;10400,72;1539,42;31,9;0;0;0;0;1086,8;4475,66;0;192,76;0;0;0;10,71;40,16;0
C405997;;;;2;4000;[40000];42,1;0;0;0;0;0;50,78;0;0;0;0;0;0;0;0;0;0;0;61,05;0;0;0;0;0;0;0;0;0;0;0
C406000;;;;2;5000;[35000];13937,94;-36,22;0;189,12;0;0;399,32;0;639,55;0;0;0;0;0;0;0;0;0;0;11710,19;0;0;0;0;0;1570,8;0;0;0;0
C406001;;;;1;25000;[17500];31469,14;3192,84;9484,68;946,35;0;2,11;1430,88;10,66;1464,87;0;0;239,86;-32,39;8326,95;0;1676,28;0;150,4;0;26796,8;3431,07;0;0;1453,92;0;1261,77;0;126,12;0;0
